Frequency [GHz],S11 [dB],ff,ld, lf, lg, lp, ls, s1, s2, t, wf, wg,wp, ws, z
4.065000057,-14.4500549,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.079999924,-14.72839848,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.09499979,-15.00937067,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.110000134,-15.29282502,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.125,-15.57859852,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.139999866,-15.86650359,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.15500021,-16.15633169,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.170000076,-16.44784816,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.184999943,-16.74079185,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.199999809,-17.03487374,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.215000153,-17.32977591,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.230000019,-17.62514666,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.244999886,-17.92060315,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.260000229,-18.21572769,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.275000095,-18.51007141,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.289999962,-18.8031509,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.304999828,-19.0944508,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.320000172,-19.38342476,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.335000038,-19.66949994,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.349999905,-19.95208059,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.364999771,-20.23055131,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.380000114,-20.50428858,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.394999981,-20.77266695,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.409999847,-21.03506278,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.425000191,-21.29087373,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.440000057,-21.53952511,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.454999924,-21.78048102,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.46999979,-22.01326159,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.485000134,-22.23744942,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.5,-22.4527051,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.514999866,-22.65877356,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.53000021,-22.85549537,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.545000076,-23.04281111,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.559999943,-23.2207653,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.574999809,-23.38950544,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.590000153,-23.54928304,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.605000019,-23.70044983,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.619999886,-23.84344551,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.635000229,-23.97879267,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.650000095,-24.10708788,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.664999962,-24.22898984,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.679999828,-24.34520283,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.695000172,-24.45647447,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.710000038,-24.56357389,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.724999905,-24.66729431,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.739999771,-24.76843192,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.755000114,-24.86778725,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.769999981,-24.96615395,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.784999847,-25.06431808,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.800000191,-25.1630491,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.815000057,-25.26310608,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.829999924,-25.36522778,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.84499979,-25.47014065,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.860000134,-25.5785532,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.875,-25.69116894,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.889999866,-25.80867683,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.90500021,-25.93176257,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.920000076,-26.06111267,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.934999943,-26.1974184,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.949999809,-26.3413793,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.965000153,-26.49371791,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.980000019,-26.65517465,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
4.994999886,-26.82652882,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.010000229,-27.00859953,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.025000095,-27.2022589,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.039999962,-27.4084464,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.054999828,-27.62818092,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.070000172,-27.86257663,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.085000038,-28.11286518,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.099999905,-28.38042007,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.114999771,-28.66678175,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.130000114,-28.9736968,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.144999981,-29.3031623,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.159999847,-29.65747583,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.175000191,-30.0393161,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.190000057,-30.45182799,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.204999924,-30.89874388,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.21999979,-31.38454806,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.235000134,-31.91469541,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.25,-32.49591861,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.264999866,-33.13666321,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.28000021,-33.84772907,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.295000076,-34.64323799,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.309999943,-35.54215689,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.324999809,-36.57080365,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.340000153,-37.76721116,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.355000019,-39.18931733,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.369999886,-40.93180019,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.385000229,-43.16555693,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.400000095,-46.24991487,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.414999962,-51.17304301,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.429999828,-62.7127617,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.445000172,-55.29062106,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.460000038,-48.1147868,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.474999905,-44.14489868,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.489999771,-41.38481904,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.505000114,-39.26119809,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.519999981,-37.5308072,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.534999847,-36.06778925,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.550000191,-34.79856307,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.565000057,-33.67638264,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.579999924,-32.66969829,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.59499979,-31.75620359,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.610000134,-30.91955325,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.625,-30.14740278,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.639999866,-29.43020657,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.65500021,-28.76042596,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.670000076,-28.13200739,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.684999943,-27.54001068,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.699999809,-26.98035327,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.715000153,-26.44962768,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.730000019,-25.94494631,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.744999886,-25.46385646,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.760000229,-25.00424682,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.775000095,-24.56428926,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.789999962,-24.14238957,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.804999828,-23.73714906,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.820000172,-23.34733526,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.835000038,-22.97185502,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.849999905,-22.60973332,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.864999771,-22.26009674,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.880000114,-21.9221627,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.894999981,-21.59522208,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.909999847,-21.27863447,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.925000191,-20.97181718,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.940000057,-20.67423831,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.954999924,-20.38541283,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.96999979,-20.10489453,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
5.985000134,-19.83227463,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6,-19.5671735,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.014999866,-19.30924437,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.03000021,-19.05816234,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.045000076,-18.81362567,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.059999943,-18.57535572,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.074999809,-18.34309102,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.090000153,-18.11659012,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.105000019,-17.89562245,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.119999886,-17.67997481,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.135000229,-17.46944715,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.150000095,-17.26385007,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.164999962,-17.06300359,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.179999828,-16.86674295,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.195000172,-16.67490693,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.210000038,-16.48734555,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.224999905,-16.30391534,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.239999771,-16.12448219,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.255000114,-15.94891744,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.269999981,-15.7770991,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.284999847,-15.60890706,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.300000191,-15.44423321,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.315000057,-15.28297187,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.329999924,-15.12501856,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.34499979,-14.97027787,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.360000134,-14.81865644,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.375,-14.67006477,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.389999866,-14.52441674,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.40500021,-14.38163149,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.420000076,-14.24162696,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.434999943,-14.10432937,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.449999809,-13.96966474,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.465000153,-13.83756201,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.480000019,-13.70795134,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.494999886,-13.58076952,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.510000229,-13.45595089,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.525000095,-13.33343535,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.539999962,-13.21316307,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.554999828,-13.09507597,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.570000172,-12.97911665,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.585000038,-12.865235,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.599999905,-12.75337543,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.614999771,-12.64348805,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.630000114,-12.53552371,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.644999981,-12.42943527,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.659999847,-12.32517498,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.675000191,-12.22269938,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.690000057,-12.12196379,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.704999924,-12.02292424,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.71999979,-11.92554374,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.735000134,-11.82977809,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.75,-11.73558894,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.764999866,-11.64294048,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.78000021,-11.55179378,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.795000076,-11.46211524,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.809999943,-11.37386921,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.824999809,-11.28702071,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.840000153,-11.20153875,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.855000019,-11.11739062,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.869999886,-11.03454555,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.885000229,-10.9529749,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.900000095,-10.87264842,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.914999962,-10.79353905,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.929999828,-10.71561768,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.945000172,-10.63885998,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.960000038,-10.56323927,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.974999905,-10.48873088,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
6.989999771,-10.41531373,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.005000114,-10.34296129,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.019999981,-10.27165214,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.034999847,-10.20136746,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.050000191,-10.13208448,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.065000057,-10.0637834,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.079999924,-9.996447457,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.09499979,-9.930057141,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.110000134,-9.864594555,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.125,-9.800044067,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.139999866,-9.736389376,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.15500021,-9.673617144,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.170000076,-9.611711529,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.184999943,-9.550658806,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.199999809,-9.490447429,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.215000153,-9.431064161,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.230000019,-9.372498868,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.244999886,-9.314740101,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.260000229,-9.257778605,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.275000095,-9.201604244,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.289999962,-9.146208627,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.304999828,-9.09158309,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.320000172,-9.037724051,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.335000038,-8.984618808,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.349999905,-8.932266139,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.364999771,-8.880657049,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.380000114,-8.829790322,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.394999981,-8.779657206,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.409999847,-8.730255753,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.425000191,-8.681582519,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.440000057,-8.63363456,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.454999924,-8.586407676,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.46999979,-8.53990063,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.485000134,-8.494111971,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.5,-8.449040127,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.514999866,-8.404681506,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.53000021,-8.361038566,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.545000076,-8.31810746,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.559999943,-8.275890099,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.574999809,-8.234385117,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.590000153,-8.193589757,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.605000019,-8.153508398,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.619999886,-8.114136511,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.635000229,-8.07547833,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.650000095,-8.037529977,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.664999962,-8.000293685,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.679999828,-7.963768102,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.695000172,-7.927954219,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.710000038,-7.892849661,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.724999905,-7.858455898,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.739999771,-7.824769228,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.755000114,-7.791791451,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.769999981,-7.759520999,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.784999847,-7.727953289,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.800000191,-7.697089053,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.815000057,-7.66692424,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.829999924,-7.63745687,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.84499979,-7.60868318,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.860000134,-7.580598754,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.875,-7.553200957,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.889999866,-7.526483726,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.90500021,-7.50044174,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.920000076,-7.475068917,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.934999943,-7.450359829,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.949999809,-7.426305217,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.965000153,-7.402899378,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.980000019,-7.380134113,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
7.994999886,-7.357998952,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.010000229,-7.336484362,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.024999619,-7.315581793,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.039999962,-7.295278817,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.055000305,-7.27556466,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.069999695,-7.25642802,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.085000038,-7.237854704,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.100000381,-7.219832362,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.114999771,-7.202345829,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.130000114,-7.185383756,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.145000458,-7.168929044,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
