Frequency [GHz],S11 [dB],ff,ld, lf, lg, lp, ls, s1, s2, t, wf, wg,wp, ws, z
8.159999847,-7.152967918,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.175000191,-7.137484141,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.18999958,-7.12246198,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.204999924,-7.107884233,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.220000267,-7.093735091,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.234999657,-7.079999391,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.25,-7.066656678,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.265000343,-7.053693557,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.279999733,-7.04108939,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.295000076,-7.028832298,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.31000042,-7.016899286,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.324999809,-7.005278621,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.340000153,-6.993951413,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.354999542,-6.982903482,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.369999886,-6.972118948,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.385000229,-6.961580668,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.399999619,-6.951276064,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.414999962,-6.941193207,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.430000305,-6.931314744,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.444999695,-6.921630999,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.460000038,-6.912130786,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.475000381,-6.902804967,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.489999771,-6.893642732,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.505000114,-6.884636582,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.520000458,-6.875780874,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.534999847,-6.86706678,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.550000191,-6.858493915,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.56499958,-6.850056949,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.579999924,-6.841755374,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.595000267,-6.833589034,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.609999657,-6.825560787,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.625,-6.817669777,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.640000343,-6.809923727,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.654999733,-6.802326471,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.670000076,-6.794886747,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.68500042,-6.787612103,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.699999809,-6.780512149,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.715000153,-6.773599317,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.729999542,-6.766886371,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.744999886,-6.760386676,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.760000229,-6.754115095,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.774999619,-6.748088919,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.789999962,-6.742324654,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.805000305,-6.736840503,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.819999695,-6.731653812,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.835000038,-6.726787023,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.850000381,-6.722258312,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.864999771,-6.718089095,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.880000114,-6.714300551,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.895000458,-6.710912611,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.909999847,-6.707947816,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.925000191,-6.705424372,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.93999958,-6.70336631,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.954999924,-6.701791023,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.970000267,-6.700719526,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
8.984999657,-6.70016981,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9,-6.700161009,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.015000343,-6.70070818,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.029999733,-6.701825092,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.045000076,-6.70352845,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.06000042,-6.705829773,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.074999809,-6.708736905,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.090000153,-6.712259928,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.104999542,-6.716405906,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.119999886,-6.721175695,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.135000229,-6.72657268,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.149999619,-6.732592581,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.164999962,-6.739231676,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.180000305,-6.74648389,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.194999695,-6.754337406,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.210000038,-6.762776854,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.225000381,-6.771785567,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.239999771,-6.781342837,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.255000114,-6.791423281,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.270000458,-6.801996299,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.284999847,-6.813030204,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.300000191,-6.82448951,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.31499958,-6.836333227,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.329999924,-6.848513389,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.345000267,-6.860985803,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.359999657,-6.873692804,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.375,-6.886579882,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.390000343,-6.899586457,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.404999733,-6.91264544,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.420000076,-6.925689158,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.43500042,-6.938646243,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.449999809,-6.951438392,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.465000153,-6.963989298,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.479999542,-6.976217082,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.494999886,-6.988037119,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.510000229,-6.999360712,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.524999619,-7.010104125,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.539999962,-7.020173868,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.555000305,-7.029481695,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.569999695,-7.037937506,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.585000038,-7.045448623,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.600000381,-7.051927641,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.614999771,-7.057286758,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.630000114,-7.061438522,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.645000458,-7.06430137,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.659999847,-7.065794971,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.675000191,-7.065844187,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.68999958,-7.064380006,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.704999924,-7.06133533,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.720000267,-7.05665145,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.734999657,-7.05027849,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.75,-7.042168284,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.765000343,-7.032286214,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.779999733,-7.020603037,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.795000076,-7.007096698,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.81000042,-6.991758386,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.824999809,-6.974585357,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.840000153,-6.955583012,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.854999542,-6.93476967,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.869999886,-6.912168798,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.885000229,-6.887817315,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.899999619,-6.861759018,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.914999962,-6.834044891,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.930000305,-6.804738102,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.944999695,-6.773905756,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.960000038,-6.741624728,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.975000381,-6.707978532,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
9.989999771,-6.673057238,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.00500011,-6.636954026,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.02000046,-6.599771572,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.03499985,-6.561614136,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.05000019,-6.522590608,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.06499958,-6.482811424,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.07999992,-6.442392976,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.09500027,-6.401449098,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.10999966,-6.360098417,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.125,-6.318458859,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.14000034,-6.276646514,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.15499973,-6.234780336,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.17000008,-6.192974206,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.18500042,-6.151343469,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.19999981,-6.110003536,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.21500015,-6.069062429,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.22999954,-6.02862725,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.24499989,-5.988804798,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.26000023,-5.949695305,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.27499962,-5.911397255,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.28999996,-5.874005053,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.30500031,-5.83761021,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.31999969,-5.802299103,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.33500004,-5.768155535,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.35000038,-5.735256568,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.36499977,-5.703677041,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.38000011,-5.673487964,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.39500046,-5.644756598,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.40999985,-5.617543638,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.42500019,-5.591907054,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.43999958,-5.567900964,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.45499992,-5.545573753,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.47000027,-5.524973258,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.48499966,-5.506139474,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.5,-5.489109038,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.51500034,-5.473918527,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.52999973,-5.460594765,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.54500008,-5.449166439,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.56000042,-5.439653633,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.57499981,-5.432077208,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.59000015,-5.426451685,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.60499954,-5.422788914,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.61999989,-5.421096801,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.63500023,-5.421380675,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.64999962,-5.423644866,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.66499996,-5.42788524,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.68000031,-5.434097346,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.69499969,-5.44227516,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.71000004,-5.452408245,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.72500038,-5.46448295,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.73999977,-5.478483152,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.75500011,-5.494391153,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.77000046,-5.5121861,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.78499985,-5.531842269,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.80000019,-5.55333325,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.81499958,-5.576631193,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.82999992,-5.601706977,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.84500027,-5.62852334,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.85999966,-5.657046381,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.875,-5.687238756,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.89000034,-5.719062286,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.90499973,-5.752473891,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.92000008,-5.787432198,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.93500042,-5.823892835,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.94999981,-5.861807437,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.96500015,-5.901131761,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.97999954,-5.941817495,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
10.99499989,-5.983815274,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.01000023,-6.027073088,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.02499962,-6.071544998,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.03999996,-6.117176619,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.05500031,-6.163918564,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.06999969,-6.211718134,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.08500004,-6.260527773,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.10000038,-6.31029462,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.11499977,-6.360970733,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.13000011,-6.412505806,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.14500046,-6.464854057,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.15999985,-6.517968399,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.17500019,-6.571803948,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.18999958,-6.626318719,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.20499992,-6.681472133,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.22000027,-6.737225063,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.23499966,-6.793541351,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.25,-6.850387845,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.26500034,-6.907734026,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.27999973,-6.96555397,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.29500008,-7.023821019,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.31000042,-7.082516396,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.32499981,-7.141621111,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.34000015,-7.201122542,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.35499954,-7.261009693,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.36999989,-7.321275295,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.38500023,-7.381919591,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.39999962,-7.442938862,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.41499996,-7.504341437,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.43000031,-7.566135422,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.44499969,-7.628332165,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.46000004,-7.690947504,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.47500038,-7.754000086,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.48999977,-7.817514222,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.50500011,-7.881512024,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.52000046,-7.946024743,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.53499985,-8.011082151,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.55000019,-8.076719683,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.56499958,-8.142971327,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.57999992,-8.209877303,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.59500027,-8.277477615,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.60999966,-8.345813428,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.625,-8.414928745,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.64000034,-8.48486651,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.65499973,-8.555672157,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.67000008,-8.627390427,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.68500042,-8.700066522,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.69999981,-8.773746414,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.71500015,-8.848473716,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.72999954,-8.924294746,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.74499989,-9.001250411,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.76000023,-9.079383036,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.77499962,-9.158731534,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.78999996,-9.239336253,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.80500031,-9.321231699,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.81999969,-9.404451668,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.83500004,-9.48902757,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.85000038,-9.574987452,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.86499977,-9.662355618,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.88000011,-9.751153236,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.89500046,-9.841397792,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.90999985,-9.933102758,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.92500019,-10.02627863,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.93999958,-10.12092874,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.95499992,-10.21705662,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.97000027,-10.31465457,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.98499966,-10.41371689,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12,-10.51422717,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.01500034,-10.61616667,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.02999973,-10.71950832,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.04500008,-10.82422314,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.06000042,-10.93027415,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.07499981,-11.0376199,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.09000015,-11.14621116,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.10499954,-11.25599199,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.11999989,-11.36690427,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.13500023,-11.47887995,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.14999962,-11.59184495,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.16499996,-11.70572286,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.18000031,-11.82042699,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.19499969,-11.93586692,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.21000004,-12.05194576,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.22500038,-12.16856243,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.23999977,-12.28560893,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
